Detailed Results ,,,,,,,,,,,
Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
154,Behala paschim,KAUSTAV CHATTERJEE,M,37,GEN,CPM,92896,322,93218,294404,222079
154,Behala paschim,HARIKRISHNA DUTTA,M,59,GEN,BJP,17942,20,17962,294404,222079
154,Behala paschim,None of the Above,NOTA,4131,6,4137,294404,222079
154,Behala paschim,MRITYUNJOY ROY,M,44,GEN,SUCI,1492,2,1494,294404,222079
154,Behala paschim,PUSHPA DHALI,F,50,SC,BSP,1040,0,1040,294404,222079
154,Behala paschim,TAPAN DEBNATH,M,44,GEN,IND,920,0,920,294404,222079
154,Behala paschim,VIJAY KUMAR SINGH,M,51,GEN,IND,744,0,744,294404,222079
154,Behala paschim,BIPUL KUMAR DAS,M,62,GEN,IND,450,0,450,294404,222079
155,Maheshtala,KASTURI DAS,F,63,GEN,AITC,93623,52,93675,242100,195827
155,Maheshtala,SAMIK LAHIRI,M,49,GEN,CPM,81050,173,81223,242100,195827
155,Maheshtala,KARTIC CH. GHOSH,M,61,GEN,BJP,14903,6,14909,242100,195827
155,Maheshtala,None of the Above,NOTA,3137,7,3144,242100,195827
155,Maheshtala,DEBASHISH BOSE,M,53,GEN,PDS,1854,0,1854,242100,195827
155,Maheshtala,BECHU MONDAL,M,66,GEN,IND,1022,0,1022,242100,195827
156,BUDGE BUDGE,ASHOK KUMAR DEB,M,66,GEN,AITC,83977,81,84058,228889,190494
156,BUDGE BUDGE,SK. MUJIBAR RAHAMAN,M,36,GEN,INC,76725,174,76899,228889,190494
156,BUDGE BUDGE,UMA SHANKAR GHOSH DASTIDAR,M,59,GEN,BJP,20769,9,20778,228889,190494
156,BUDGE BUDGE,None of the Above,NOTA,2857,2,2859,228889,190494
156,BUDGE BUDGE,ALI BASIR SK.,M,40,GEN,WPOI,1907,0,1907,228889,190494
156,BUDGE BUDGE,KAJAL DUTTA,F,51,GEN,CPI(ML)(L),1249,1,1250,228889,190494
156,BUDGE BUDGE,RABINDRANATH RANJAN,M,39,SC,BSP,1231,0,1231,228889,190494
156,BUDGE BUDGE,TAMRADHWAJ ADAK,M,53,GEN,SUCI,797,0,797,228889,190494
156,BUDGE BUDGE,RUP KUMAR ADAK,M,51,GEN,IND,715,0,715,228889,190494
157,Metiaburuz,ABDUL KHALEQUE MOLLA,M,71,GEN,AITC,79727,22,79749,223690,160288
157,Metiaburuz,MONIRUL ISLAM,M,45,GEN,CPM,61734,39,61773,223690,160288
157,Metiaburuz,SANJAY SINGH,M,47,GEN,BJP,13255,4,13259,223690,160288
157,Metiaburuz,None of the Above,NOTA,2752,3,2755,223690,160288
157,Metiaburuz,AHAMMAD ALI MOLLA,M,46,GEN,IND,1110,0,1110,223690,160288
157,Metiaburuz,ABDUL RAHIM,M,34,GEN,IUML,939,0,939,223690,160288
157,Metiaburuz,BEDAR BAKHT,M,56,GEN,RLD,703,0,703,223690,160288
158,Kolkata port,FIRHAD HAKIM,M,57,GEN,AITC,73369,90,73459,217685,138050
158,Kolkata port,RAKESH SINGH,M,45,GEN,INC,46822,89,46911,217685,138050
158,Kolkata port,AWADH KISHORE GUPTA,M,63,GEN,BJP,11683,17,11700,217685,138050
158,Kolkata port,None of the Above,NOTA,2158,6,2164,217685,138050
158,Kolkata port,VIVEK KUMAR THAKUR,M,40,SC,IND,1019,0,1019,217685,138050
158,Kolkata port,SARFARAZ KHAN,M,40,GEN,BSP,836,1,837,217685,138050
158,Kolkata port,SUBRATA SAHA,M,43,GEN,IND,808,0,808,217685,138050
158,Kolkata port,RAJ KUMAR CHHETRY,M,27,GEN,IND,290,0,290,217685,138050
158,Kolkata port,BISWAJIT HALDER,M,56,GEN,IND,261,0,261,217685,138050
158,Kolkata port,SK. RAJUDDIN,M,28,GEN,IND,257,0,257,217685,138050
158,Kolkata port,KARAN SINGH,M,60,GEN,IND,205,1,206,217685,138050
158,Kolkata port,DEORAJ YADAV,M,41,GEN,IND,138,0,138,217685,138050
159,Bhabanipur,MAMATA BANERJEE,F,61,GEN,AITC,65447,73,65520,205713,137455
159,Bhabanipur,DEEPA DASMUNSHI,F,55,GEN,INC,40126,93,40219,205713,137455
159,Bhabanipur,CHANDRA KUMAR BOSE,M,55,GEN,BJP,26291,8,26299,205713,137455
159,Bhabanipur,None of the Above,NOTA,2459,2,2461,205713,137455
159,Bhabanipur,NIRMAL KANTI SAMADDAR,M,72,GEN,BSP,669,0,669,205713,137455
159,Bhabanipur,PINKY TIWARI,F,32,GEN,IND,604,0,604,205713,137455
159,Bhabanipur,SHOBHA SINGH,F,50,GEN,SUCI,495,0,495,205713,137455
159,Bhabanipur,SAUGATA GUPTA,M,47,GEN,IND,409,0,409,205713,137455
159,Bhabanipur,NARAYAN DAS,M,56,GEN,IND,262,0,262,205713,137455
159,Bhabanipur,INDRANEEL MITRA,M,48,GEN,IND,184,0,184,205713,137455
159,Bhabanipur,KIRAN KAUR,F,56,GEN,IND,174,1,175,205713,137455
159,Bhabanipur,MALAY GUHA ROY,M,49,GEN,IND,158,0,158,205713,137455
160,Rashbehari,SOBHANDEB CHATTOPADHYAY,M,72,GEN,AITC,60803,54,60857,205943,137857
160,Rashbehari,ASHUTOSH CHATTERJEE,M,29,GEN,INC,46222,82,46304,205943,137857
160,Rashbehari,SAMIR BANERJEE,M,72,GEN,BJP,23371,10,23381,205943,137857
160,Rashbehari,None of the Above,NOTA,3868,4,3872,205943,137857
160,Rashbehari,SWATI GHOSH,F,62,GEN,SUCI,1335,0,1335,205943,137857
160,Rashbehari,OMPRAKASH PRAJAPATI,M,34,GEN,BSP,968,0,968,205943,137857
160,Rashbehari,UTTAM KUMAR DAS,M,44,SC,IND,587,0,587,205943,137857
160,Rashbehari,TARULATA DUTTA,F,63,GEN,IND,553,0,553,205943,137857
161,Ballygunge,SUBRATA MUKHERJEE,M,69,GEN,AITC,70053,30,70083,241079,153941
161,Ballygunge,KRISHNA DEBNATH,F,65,GEN,INC,54808,50,54858,241079,153941
161,Ballygunge,JIBAN KUMAR SEN,M,61,GEN,BJP,20617,5,20622,241079,153941
161,Ballygunge,None of the Above,NOTA,3433,0,3433,241079,153941
161,Ballygunge,RAJENDRA RAM DAS,M,40,SC,BSP,1538,0,1538,241079,153941
161,Ballygunge,WAJUL HAQUE KHAN,M,42,GEN,IUML,1217,1,1218,241079,153941
161,Ballygunge,SWETA PAUL,F,29,GEN,IND,998,0,998,241079,153941
161,Ballygunge,AMITAVA DUTTA,M,49,GEN,IND,766,0,766,241079,153941
161,Ballygunge,ASHIS SARKAR,M,63,GEN,IND,425,0,425,241079,153941
162,Chowrangee,NAYNA BANDYOPADHYAY,F,47,GEN,AITC,55093,26,55119,207400,116557
162,Chowrangee,SOMENDRANATH MITRA,M,72,GEN,INC,41872,31,41903,207400,116557
162,Chowrangee,RITESH TIWARI,M,44,GEN,BJP,15704,3,15707,207400,116557
162,Chowrangee,None of the Above,NOTA,2183,0,2183,207400,116557
162,Chowrangee,KARTIK KUMKAR RAY,M,47,GEN,SUCI,611,1,612,207400,116557
162,Chowrangee,DEBAJYOTI SENGUPTA,M,56,GEN,IND,340,0,340,207400,116557
162,Chowrangee,DIPANKAR DEY,M,39,GEN,IND,254,0,254,207400,116557
162,Chowrangee,SHAHZAD ANWAR,M,36,GEN,LJP,251,0,251,207400,116557
162,Chowrangee,ANIRBAN MUKHERJEE,M,50,GEN,IND,188,0,188,207400,116557
163,Entally,SWARNA KAMAL SAHA,M,68,GEN,AITC,75825,16,75841,206471,145936
163,Entally,DEBESH DAS,M,56,GEN,CPM,47824,29,47853,206471,145936
163,Entally,SUDHIR KUMAR PANDEY,M,43,GEN,BJP,14681,1,14682,206471,145936
163,Entally,None of the Above,NOTA,2320,1,2321,206471,145936
163,Entally,ANIL KUMAR RAM,M,38,SC,BSP,1266,0,1266,206471,145936
163,Entally,MIR TIPU SULTAN ALI,M,49,GEN,PDS,1070,0,1070,206471,145936
163,Entally,KHOKAN DUTTA,M,35,GEN,IND,968,0,968,206471,145936
163,Entally,SHYAMAL CHATTERJEE,M,61,GEN,IND,670,0,670,206471,145936
163,Entally,KUNDAN KR. SHAW,M,32,GEN,IND,500,0,500,206471,145936
163,Entally,ASHOK DAS,M,43,SC,IND,415,0,415,206471,145936
163,Entally,ARINDAM ROY,M,45,GEN,IND,350,0,350,206471,145936
164,Beleghata,PARESH PAUL,M,70,GEN,AITC,84817,26,84843,241965,160613
164,Beleghata,RAJIB BISWAS,M,54,SC,CPM,58630,34,58664,241965,160613
164,Beleghata,PARTHA CHAUDHURY,M,31,GEN,BJP,11514,2,11516,241965,160613
164,Beleghata,None of the Above,NOTA,3152,1,3153,241965,160613
164,Beleghata,ARUN KUMAR DAS,M,29,GEN,IND,990,0,990,241965,160613
164,Beleghata,CHINMOY SENGUPTA,M,39,GEN,IND,968,0,968,241965,160613
164,Beleghata,TIMIR KUMAR,M,46,GEN,IND,479,0,479,241965,160613
165,Jorasanko,SMITA BAKSHI,F,58,GEN,AITC,44756,10,44766,194757,104630
165,Jorasanko,RAHUL(BISWAJIT)SINHA,M,52,GEN,BJP,38474,2,38476,194757,104630
165,Jorasanko,AVINASH KUMAR AGARWAL,M,41,GEN,RJD,15622,17,15639,194757,104630
165,Jorasanko,None of the Above,NOTA,2374,0,2374,194757,104630
165,Jorasanko,UTTAM MALI,M,40,GEN,BSP,816,0,816,194757,104630
165,Jorasanko,BIJNAN KUMAR BERA,M,56,GEN,SUCI,641,0,641,194757,104630
165,Jorasanko,UTTAM ACHARYA,M,57,GEN,IND,618,0,618,194757,104630
165,Jorasanko,SUNIL ROY,M,58,GEN,IND,306,0,306,194757,104630
165,Jorasanko,MANOJ KUMAR JAISWAL,M,46,GEN,JD(S),300,0,300,194757,104630
165,Jorasanko,BISWABASU MUKHERJEE,M,66,GEN,IND,296,0,296,194757,104630
165,Jorasanko,SHYAMAL SAMADDAR,M,49,GEN,IND,218,0,218,194757,104630
165,Jorasanko,SANJEEV KUMAR JAIN,M,48,GEN,IND,180,0,180,194757,104630
166,Shyampukur,SHASHI PANJA,F,51,GEN,AITC,53490,17,53507,171045,116816
166,Shyampukur,PIYALI PAL,F,42,GEN,AIFB,40330,22,40352,171045,116816
166,Shyampukur,SOMABRATA MANDAL,M,64,GEN,BJP,18375,3,18378,171045,116816
166,Shyampukur,None of the Above,NOTA,2699,1,2700,171045,116816
166,Shyampukur,SUBIR SAMANTA,M,64,GEN,SUCI,619,0,619,171045,116816
166,Shyampukur,TARKESH RAI,M,36,GEN,IND,473,0,473,171045,116816
166,Shyampukur,SAMPA BASU,F,47,GEN,IND,262,0,262,171045,116816
166,Shyampukur,BIKASH DEY,M,61,GEN,IND,203,0,203,171045,116816
166,Shyampukur,ASHIM DAS,M,43,SC,IND,173,0,173,171045,116816
166,Shyampukur,CHHAYA GHOSH,F,54,GEN,IND,149,0,149,171045,116816
167,Maniktala,SADHAN PANDE,M,65,GEN,AITC,73128,29,73157,207442,144587
167,Maniktala,RAJIB MAJUMDER,M,42,GEN,CPM,47792,54,47846,207442,144587
167,Maniktala,SUNIL ROY,M,48,GEN,BJP,18145,4,18149,207442,144587
167,Maniktala,None of the Above,NOTA,3141,0,3141,207442,144587
167,Maniktala,TARUN BANERJEE,M,45,GEN,IND,920,0,920,207442,144587
167,Maniktala,SUNIL ROY,M,66,GEN,IND,515,0,515,207442,144587
167,Maniktala,ANUP KUMAR DEY,M,46,GEN,IND,432,0,432,207442,144587
167,Maniktala,SAIKAT MAJUMDER,M,46,GEN,IND,427,0,427,207442,144587
168,Kashipur-Belgachia,MALA SAHA,F,60,GEN,AITC,72222,42,72264,221148,143391
168,Kashipur-Belgachia,KANINIKA BOSE (GHOSH),F,47,GEN,CPM,46380,74,46454,221148,143391
168,Kashipur-Belgachia,ADITYA TANDON,M,48,GEN,BJP,19287,6,19293,221148,143391
168,Kashipur-Belgachia,None of the Above,NOTA,2644,2,2646,221148,143391
168,Kashipur-Belgachia,MD AZIMULLAH,M,53,GEN,BSP,989,0,989,221148,143391
168,Kashipur-Belgachia,JYOTSNA RAY PAIN,F,62,GEN,IND,683,0,683,221148,143391
168,Kashipur-Belgachia,TAPAS GHOSH,M,54,GEN,IND,553,0,553,221148,143391
168,Kashipur-Belgachia,ASHOKE KUMAR NASKAR,M,43,SC,IND,509,0,509,221148,143391
169,Bally,BAISHALI DALMIYA,F,47,GEN,AITC,52654,48,52702,159941,112192
169,Bally,SAUMENDRANATH BERA,M,53,GEN,CPM,37152,147,37299,159941,112192
169,Bally,KAUSHIK CHAKRABORTY,M,42,GEN,BJP,17405,13,17418,159941,112192
169,Bally,None of the Above,NOTA,1595,3,1598,159941,112192
169,Bally,SUSHIL GHOSH,M,52,GEN,IND,729,0,729,159941,112192
169,Bally,SOUMEN DUTTA,M,30,GEN,IND,705,0,705,159941,112192
169,Bally,PUTUL CHOWDHURY,F,42,GEN,SUCI,591,0,591,159941,112192
169,Bally,SUVODEEP ROY,M,29,GEN,IND,253,0,253,159941,112192
169,Bally,PUNIT KUMAR SINGH,M,34,GEN,JD(S),196,1,197,159941,112192
169,Bally,BIKASH RAJAK,M,32,GEN,IND,180,0,180,159941,112192
169,Bally,MRITYUNJAY SARKAR,M,43,SC,IND,142,0,142,159941,112192
169,Bally,KOUSHIK PAUL,M,32,GEN,IND,137,0,137,159941,112192
169,Bally,ASHRAF ALI,M,40,GEN,IND,128,0,128,159941,112192
169,Bally,BALAI GHOSH,M,72,GEN,IND,113,0,113,159941,112192
170,Howrah Uttar,LAXMI RATAN SHUKLA,M,34,GEN,AITC,61862,55,61917,198230,134646
170,Howrah Uttar,SANTOSH KUMAR PATHAK,M,49,GEN,INC,34843,115,34958,198230,134646
170,Howrah Uttar,ROOPA GANGULY,F,49,GEN,BJP,31402,14,31416,198230,134646
170,Howrah Uttar,SUBODH PATHAK,M,69,GEN,IND,1146,0,1146,198230,134646
170,Howrah Uttar,None of the Above,NOTA,1070,0,1070,198230,134646
170,Howrah Uttar,SHEWNARAYAN CHANDEL,M,60,GEN,BSP,988,0,988,198230,134646
170,Howrah Uttar,BINA GANGULI MUKHERJEE,F,50,GEN,IND,716,0,716,198230,134646
170,Howrah Uttar,PRAVEEN KUMAR SARAF,M,41,GEN,MHB,473,0,473,198230,134646
170,Howrah Uttar,RAVI SHANKAR YADAV,M,51,GEN,IND,447,0,447,198230,134646
170,Howrah Uttar,DADAN SINGH,M,43,GEN,IND,333,0,333,198230,134646
170,Howrah Uttar,SUDARSHAN MANNA,M,69,GEN,STPI,245,0,245,198230,134646
170,Howrah Uttar,ARVIND KUMAR DUBEY,M,32,GEN,IND,229,0,229,198230,134646
170,Howrah Uttar,TAPAN BOSE,M,61,GEN,IND,183,0,183,198230,134646
170,Howrah Uttar,ANU DAS,F,33,GEN,IND,182,0,182,198230,134646
170,Howrah Uttar,JAYANT GUPTA,M,34,GEN,IND,182,0,182,198230,134646
170,Howrah Uttar,ASHISH AGARWAL,M,35,GEN,IND,161,0,161,198230,134646
171,Howrah madhya,ARUP ROY (APU),M,60,GEN,AITC,91670,130,91800,245161,175876
171,Howrah madhya,AMITABHA DUTTA,M,54,GEN,JD(U),38639,167,38806,245161,175876
171,Howrah madhya,SANJAY SINGH,M,47,GEN,BJP,35660,31,35691,245161,175876
171,Howrah madhya,None of the Above,NOTA,4130,5,4135,245161,175876
171,Howrah madhya,SOUMITRA SENGUPTA,M,57,GEN,SUCI,1325,1,1326,245161,175876
171,Howrah madhya,JAWAHAR LAL PASI,M,62,GEN,BSP,1132,0,1132,245161,175876
171,Howrah madhya,SANJAY KUMAR SINGH,M,26,GEN,IND,535,0,535,245161,175876
171,Howrah madhya,SOUMENDRA NATH BHATTACHARYA,M,33,GEN,IND,502,0,502,245161,175876
171,Howrah madhya,SHANKAR DAS,M,32,GEN,IND,449,0,449,245161,175876
171,Howrah madhya,PRATIMA DEVI,F,26,GEN,IND,442,1,443,245161,175876
171,Howrah madhya,PRAMOD KUMAR RAM,M,38,SC,IND,396,0,396,245161,175876
171,Howrah madhya,BISWANATH SAHA,M,58,GEN,IND,363,0,363,245161,175876
171,Howrah madhya,GANESH SINGH,M,38,GEN,IND,298,0,298,245161,175876
172,Shibpur,JATU LAHIRI,M,79,GEN,AITC,87974,102,88076,216988,169839
172,Shibpur,JAGANNATH BHATTACHARYYA,M,62,GEN,AIFB,60846,216,61062,216988,169839
172,Shibpur,RAMAPRASAD BHATTACHARYA,M,42,GEN,BJP,13359,4,13363,216988,169839
172,Shibpur,None of the Above,NOTA,3120,12,3132,216988,169839
172,Shibpur,BRIJ LAL PRASAD,M,46,SC,BSP,1935,0,1935,216988,169839
172,Shibpur,SHYAM SUNDAR HAZRA,M,46,GEN,IND,936,0,936,216988,169839
172,Shibpur,KARTICK SHIL,M,51,GEN,SUCI,775,0,775,216988,169839
172,Shibpur,RAJAT BHATAK,M,48,GEN,IND,560,0,560,216988,169839
173,Howrah Dakshin,BRAJAMOHAN MAJUMDER,M,76,GEN,AITC,93512,177,93689,266645,196038
173,Howrah Dakshin,ARINDAM BASU (BABU),M,46,GEN,CPM,77143,352,77495,266645,196038
173,Howrah Dakshin,SAHANA GUHA RAY,F,50,GEN,BJP,16265,12,16277,266645,196038
173,Howrah Dakshin,None of the Above,NOTA,3808,8,3816,266645,196038
173,Howrah Dakshin,SRINATH YADAV,M,65,GEN,BSP,1249,0,1249,266645,196038
173,Howrah Dakshin,JOYDEB SANTRA,M,51,SC,IND,1039,0,1039,266645,196038
173,Howrah Dakshin,TAPAS DAS,M,50,GEN,SUCI,757,0,757,266645,196038
173,Howrah Dakshin,SUKTARA KHAN,F,32,GEN,IUC,496,0,496,266645,196038
173,Howrah Dakshin,KASHINATH MALICK,M,32,SC,IND,442,0,442,266645,196038
173,Howrah Dakshin,SUBHRAJIT (LITON) BHADURI,M,54,GEN,PDS,441,0,441,266645,196038
173,Howrah Dakshin,ASOK KRISHNA DAS,M,65,GEN,IND,337,0,337,266645,196038
174,Sankrail,SITAL KUMAR SARDAR,M,74,SC,AITC,86100,112,86212,244188,192874
174,Sankrail,SAMIR MALICK,M,38,SC,CPM,71250,205,71455,244188,192874
174,Sankrail,PROBHAKAR PANDIT,M,37,SC,BJP,27994,12,28006,244188,192874
174,Sankrail,None of the Above,NOTA,2193,2,2195,244188,192874
174,Sankrail,TAPAN KUMAR BACHAR,M,68,SC,IND,1191,2,1193,244188,192874
174,Sankrail,SAMIR NASKAR,M,40,SC,IND,1183,0,1183,244188,192874
174,Sankrail,ASHOK RAJWAR,M,41,SC,IUC,1158,0,1158,244188,192874
174,Sankrail,BISWANATH SANTRA,M,43,SC,IND,991,0,991,244188,192874
174,Sankrail,GOPAL BAG,M,40,SC,IND,481,0,481,244188,192874
175,Panchla,GULSAN MULLICK,M,58,GEN,AITC,100896,230,101126,235296,190868
175,Panchla,DOLI ROY,F,46,GEN,AIFB,68970,229,69199,235296,190868
175,Panchla,BHABANI PRASAD RAY,M,49,GEN,BJP,16056,10,16066,235296,190868
175,Panchla,None of the Above,NOTA,1850,2,1852,235296,190868
175,Panchla,SHYAMAL MONDAL,M,30,SC,IND,1018,0,1018,235296,190868
175,Panchla,AHMED HOSSAIN MIDDYA,M,43,GEN,IUC,891,0,891,235296,190868
175,Panchla,UTPAL KUNDU CHOWDHURY,M,64,GEN,IND,716,0,716,235296,190868
176,Uluberia Purba,HAIDER AZIZ SAFWI,M,71,GEN,AITC,72059,133,72192,205989,171104
176,Uluberia Purba,SABIRUDDIN MOLLA,M,41,GEN,CPM,55630,293,55923,205989,171104
176,Uluberia Purba,PAPIYA MONDAL,F,44,GEN,BJP,28201,28,28229,205989,171104
176,Uluberia Purba,IMTIAZ AHMED MOLLAH (MIM),M,49,GEN,IND,5261,1,5262,205989,171104
176,Uluberia Purba,None of the Above,NOTA,2362,0,2362,205989,171104
176,Uluberia Purba,NAKUL BAG,M,35,SC,IND,1562,0,1562,205989,171104
176,Uluberia Purba,PROVAS HAZRA,M,56,SC,IND,1095,0,1095,205989,171104
176,Uluberia Purba,MANSA SEN,M,51,GEN,WPOI,1008,0,1008,205989,171104
176,Uluberia Purba,ANOWAR MALLICK,M,44,GEN,IUC,993,1,994,205989,171104
176,Uluberia Purba,RAJA RAM DAS,M,46,SC,BSP,925,0,925,205989,171104
176,Uluberia Purba,PREMANANDA DAN,M,48,GEN,IND,659,0,659,205989,171104
176,Uluberia Purba,GANESH DAS,M,54,SC,IND,484,0,484,205989,171104
176,Uluberia Purba,SUKHEN MONDAL,M,53,GEN,SUCI,409,0,409,205989,171104
177,Uluberia Uttar,DR. NIRMAL MAJI,M,55,SC,AITC,79244,146,79390,199453,164965
177,Uluberia Uttar,AMIYA KUMAR MONDAL,M,62,SC,INC,64913,295,65208,199453,164965
177,Uluberia Uttar,ANANDA PANDIT,M,40,SC,BJP,13446,11,13457,199453,164965
177,Uluberia Uttar,None of the Above,NOTA,1904,5,1909,199453,164965
177,Uluberia Uttar,SHYAMAPADA DHARA,M,55,SC,BSP,1208,0,1208,199453,164965
177,Uluberia Uttar,AMIYA MONDAL,M,43,SC,IND,1050,0,1050,199453,164965
177,Uluberia Uttar,NIRAPADA PANDIT,M,61,SC,IND,937,0,937,199453,164965
177,Uluberia Uttar,MAHIT KAR,M,66,SC,IUC,875,0,875,199453,164965
177,Uluberia Uttar,BIMAL SINGHA,M,51,SC,IND,617,0,617,199453,164965
177,Uluberia Uttar,AJIT DUTTA,M,55,SC,IND,314,0,314,199453,164965
178,Uluberia Dakshin,PULAK ROY,M,51,GEN,AITC,95579,323,95902,207700,177239
178,Uluberia Dakshin,MD.NASIRUDDIN,M,48,GEN,AIFB,60316,242,60558,207700,177239
178,Uluberia Dakshin,SOMNATH SADHUKHAN,M,26,GEN,BJP,14228,11,14239,207700,177239
178,Uluberia Dakshin,MONIRUL ISLAM(MIM),M,32,GEN,IND,2575,0,2575,207700,177239
178,Uluberia Dakshin,None of the Above,NOTA,2208,0,2208,207700,177239
178,Uluberia Dakshin,GOBARDHAN MANNA,M,64,GEN,IUC,1757,0,1757,207700,177239
179,Shyampur,KALIPADA MANDAL,M,71,GEN,AITC,108042,577,108619,237075,203631
179,Shyampur,AMITABHA CHAKRABORTY,M,54,GEN,INC,81592,441,82033,237075,203631
179,Shyampur,MOUSUMI BISWAS,F,54,GEN,BJP,8071,4,8075,237075,203631
179,Shyampur,None of the Above,NOTA,1524,0,1524,237075,203631
179,Shyampur,KALIPADA  MONDAL,M,49,GEN,IND,993,0,993,237075,203631
179,Shyampur,SAIYAD SAMSUL HAK,M,61,GEN,IUC,942,0,942,237075,203631
179,Shyampur,PRADIP MANDAL,M,48,GEN,SUCI,735,2,737,237075,203631
179,Shyampur,SAKTI CHARAN DAS,M,45,SC,IND,708,0,708,237075,203631
180,Bagnan,ARUNAVA SEN(RAJA),M,40,GEN,AITC,97498,336,97834,210509,180838
180,Bagnan,MINA MUKHERJEE GHOSH,F,53,GEN,CPM,67269,368,67637,210509,180838
180,Bagnan,SAMIRAN ROY,M,60,GEN,BJP,10320,12,10332,210509,180838
180,Bagnan,None of the Above,NOTA,2221,1,2222,210509,180838
180,Bagnan,SANJIT PATRA,M,36,GEN,IND,885,0,885,210509,180838
180,Bagnan,NIKHIL RANJAN BERA,M,49,GEN,SUCI,473,3,476,210509,180838
180,Bagnan,DILIP DEY,M,56,GEN,CPI(ML)(L),470,0,470,210509,180838
180,Bagnan,DILIP KUMAR BAURI,M,49,SC,IUC,443,0,443,210509,180838
180,Bagnan,BIJON KUMAR MALAKAR,M,38,SC,IND,330,0,330,210509,180838
180,Bagnan,AMARENDRA GAYEN,M,46,SC,IND,209,0,209,210509,180838
181,Amta,ASIT MITRA,M,69,GEN,INC,88742,407,89149,237254,189475
181,Amta,TUSHAR KANTI SIL,M,62,GEN,AITC,84410,235,84645,237254,189475
181,Amta,SUMAN SARKAR,M,45,GEN,BJP,11039,6,11045,237254,189475
181,Amta,None of the Above,NOTA,1792,2,1794,237254,189475
181,Amta,RATAN CHANDRA MALICK,M,44,SC,IND,1379,0,1379,237254,189475
181,Amta,SANJIB SANTRA,M,49,GEN,SUCI,788,1,789,237254,189475
181,Amta,DILIP KUMAR HAIT,M,51,SC,IND,674,0,674,237254,189475
182,Udaynarayanpur,SAMIR KUMAR PANJA,M,51,GEN,AITC,94397,431,94828,216283,181931
182,Udaynarayanpur,KARAR SAROJ RANJAN,M,80,GEN,INC,70735,335,71070,216283,181931
182,Udaynarayanpur,BHOLA SAMUI,M,41,GEN,BJP,8353,3,8356,216283,181931
182,Udaynarayanpur,SATYANARAYAN RAJWAR,M,53,SC,IUC,2466,0,2466,216283,181931
182,Udaynarayanpur,None of the Above,NOTA,1969,2,1971,216283,181931
182,Udaynarayanpur,BANAMALI GAYEN,M,40,SC,IND,1415,0,1415,216283,181931
182,Udaynarayanpur,PRADIP MAITI,M,41,GEN,IND,1120,0,1120,216283,181931
182,Udaynarayanpur,DEBANANDA MAJI,M,31,SC,IND,705,0,705,216283,181931
183,Jagatballavpur,MD. ABDUL GHANI,M,66,GEN,AITC,103165,183,103348,256154,212212
183,Jagatballavpur,BAIDYANATH BASU,M,40,GEN,CPM,78324,343,78667,256154,212212
183,Jagatballavpur,KAUSHIK MUKHERJEE,M,39,GEN,BJP,20053,12,20065,256154,212212
183,Jagatballavpur,None of the Above,NOTA,2342,3,2345,256154,212212
183,Jagatballavpur,DUDH KAMAL DAS,M,37,SC,IND,1810,0,1810,256154,212212
183,Jagatballavpur,NETAI MALIK,M,37,SC,IND,1720,0,1720,256154,212212
183,Jagatballavpur,MD. RAFIQUE WARSI,M,48,GEN,WPOI,1524,0,1524,256154,212212
183,Jagatballavpur,EKRAMUL ISLAM MOLLA,M,38,GEN,IUC,1506,0,1506,256154,212212
183,Jagatballavpur,TAPATI DALUI,F,33,GEN,IND,797,0,797,256154,212212
183,Jagatballavpur,GOUR SARDAR,M,46,SC,IND,430,0,430,256154,212212
184,Domjur,RAJIB BANERJEE,M,46,GEN,AITC,148579,189,148768,259741,219557
184,Domjur,PROTIMA DUTTA W/O - LATE TAPAN KUMAR DUTTA,F,55,GEN,IND,40913,154,41067,259741,219557
184,Domjur,JAYANTA DAS,M,28,SC,BJP,15484,5,15489,259741,219557
184,Domjur,KAILASH NASKAR,M,39,SC,IND,3187,0,3187,259741,219557
184,Domjur,None of the Above,NOTA,2704,6,2710,259741,219557
184,Domjur,SABILA BEGUM SARDAR,F,41,GEN,IUC,2438,0,2438,259741,219557
184,Domjur,SUROJIT NASKAR,M,33,SC,IND,2084,0,2084,259741,219557
184,Domjur,PRATIMA DUTTA W/O - BISWAJIT DUTTA,F,35,GEN,IND,1964,1,1965,259741,219557
184,Domjur,JAYANTA MONDAL,M,34,SC,IND,1849,0,1849,259741,219557
185,Uttarpara,PRABIR KUMAR GHOSAL,M,59,GEN,AITC,84729,189,84918,242165,189155
185,Uttarpara,PROF. DR.SRUTINATH PRAHARAJ,M,55,GEN,CPM,72466,452,72918,242165,189155
185,Uttarpara,KRISHNA BHATTACHARJEE,F,53,GEN,BJP,23673,14,23687,242165,189155
185,Uttarpara,None of the Above,NOTA,4431,13,4444,242165,189155
185,Uttarpara,SWAPAN MAJUMDAR,M,63,GEN,CPI(ML)(L),1730,0,1730,242165,189155
185,Uttarpara,SUVENDU BISWAS,M,47,GEN,IND,1457,1,1458,242165,189155
186,Sreerampur,DR. SUDIPTA ROY,M,68,GEN,AITC,74791,204,74995,230977,171296
186,Sreerampur,SUBHANKAR SARKAR,M,56,GEN,INC,64652,436,65088,230977,171296
