ac_no,ac_name,STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
10,Detailed Results,West Bengal,20,Mal,4 NOTA,NOTA,NOTA,4688,11,4699,2.2,255570,,,
10,Detailed Results,West Bengal,20,Mal,5 GITA ORAON,FEMALE,26,ST,SUCI,Battery Torch,3000,8,3008,1.41,255570
10,Detailed Results,West Bengal,20,Mal,6 BABLU MAJHI,MALE,37,ST,IND,Pen Nib with Seven Rays,1907,5,1912,0.9,255570
10,Detailed Results,TURN OUT,,,,TOTAL:,212195,1060,213255,83.44,,,,,
10,Detailed Results,West Bengal,21,Nagrakata,1 PUNA BHENGRA,MALE,46,ST,BJP,Lotus,94371,351,94722,49.55,237305
10,Detailed Results,West Bengal,21,Nagrakata,2 JOSEPH MUNDA,MALE,49,ST,AITC,Flowers and Grass,70999,248,71247,37.27,237305
10,Detailed Results,West Bengal,21,Nagrakata,3 SUKBIR SUBBA,MALE,53,ST,INC,Hand,12378,64,12442,6.51,237305
10,Detailed Results,West Bengal,21,Nagrakata,4 NOTA,NOTA,NOTA,5448,6,5454,2.85,237305,,,
10,Detailed Results,West Bengal,21,Nagrakata,5 ROBAT MUNDA,MALE,42,ST,IND,Truck,3280,3,3283,1.72,237305
10,Detailed Results,West Bengal,21,Nagrakata,6 BENAM ORAON,MALE,42,ST,PrPP,Football,2243,4,2247,1.18,237305
10,Detailed Results,West Bengal,21,Nagrakata,7 ASHAN TIRKEY,MALE,31,ST,IND,Wheel Barrow,1770,4,1774,0.93,237305
10,Detailed Results,TURN OUT,,,,TOTAL:,190489,680,191169,80.56,,,,,
10,Detailed Results,West Bengal,22,Kalimpong,1 RUDEN SADA LEPCHA,MALE,51,ST,IND,Whistle,57344,862,58206,37.59,211896
10,Detailed Results,West Bengal,22,Kalimpong,2 SUVA PRADHAN,MALE,58,GENERAL,BJP,Lotus,53227,1109,54336,35.09,211896
10,Detailed Results,West Bengal,22,Kalimpong,3 DR. R.B. BHUJEL,MALE,61,GENERAL,IND,Table,31479,377,31856,20.57,211896
10,Detailed Results,West Bengal,22,Kalimpong,4 NOTA,NOTA,NOTA,2142,18,2160,1.39,211896,,,
10,Detailed Results,West Bengal,22,Kalimpong,5 PENJO GOMPU BHUTIA,MALE,35,GENERAL,NPEP,Book,1750,55,1805,1.17,211896
10,Detailed Results,West Bengal,22,Kalimpong,6 SONGDEN LEPCHA,MALE,33,ST,IND,Laptop,1688,32,1720,1.11,211896
10,Detailed Results,West Bengal,22,Kalimpong,7 DILIP PRADHAN,MALE,57,GENERAL,INC,Hand,1632,83,1715,1.11,211896
10,Detailed Results,West Bengal,22,Kalimpong,8 UJJWAL RAI,MALE,31,GENERAL,IND,Battery torch,1495,67,1562,1.01,211896
10,Detailed Results,West Bengal,22,Kalimpong,9 BHUPENDRA LEPCHA,MALE,43,ST,IND,Pen Nib with Seven Rays,1463,40,1503,0.97,211896
10,Detailed Results,TURN OUT,,,,TOTAL:,152220,2643,154863,73.08,,,,,
10,Detailed Results,West Bengal,23,Darjeeling,1 NEERAJ TAMANG ZIMBA,MALE,39,ST,BJP,Lotus,67161,1746,68907,40.88,246663
10,Detailed Results,West Bengal,23,Darjeeling,2 KESHAV RAJ SHARMA,MALE,35,GENERAL,IND,Whistle,46927,704,47631,28.26,246663
10,Detailed Results,West Bengal,23,Darjeeling,3 PEMBA TSHERING,MALE,56,ST,IND,Television,37804,436,38240,22.68,246663
10,Detailed Results,West Bengal,23,Darjeeling,4 SURAJ GURUNG,MALE,38,GENERAL,IND,Black Board,2766,89,2855,1.69,246663
10,Detailed Results,West Bengal,23,Darjeeling,5 NOTA,NOTA,NOTA,2495,45,2540,1.51,246663,,,
10,Detailed Results,West Bengal,23,Darjeeling,6 NIMA GYAMTSHO SHERPA,MALE,41,ST,IND,Battery torch,2042,46,2088,1.24,246663
10,Detailed Results,West Bengal,23,Darjeeling,7 GAUTAM RAJ RAI,MALE,62,GENERAL,CPI(M),"Hammer, Sickle and Star",1821,92,1913,1.13,246663
10,Detailed Results,West Bengal,23,Darjeeling,8 ANJANI SHARMA,FEMALE,40,GENERAL,IND,Nagrik,1600,77,1677,0.99,246663
10,Detailed Results,West Bengal,23,Darjeeling,9 MILAN THOKAR,MALE,50,GENERAL,IND,Table,1367,30,1397,0.83,246663
10,Detailed Results,West Bengal,23,Darjeeling,10 BHARAT PRAKASH RAI,MALE,72,GENERAL,IND,Syringe,1286,41,1327,0.79,246663
10,Detailed Results,TURN OUT,,,,TOTAL:,165269,3306,168575,68.34,,,,,
10,Detailed Results,West Bengal,24,Kurseong,1 Bishnu Prasad Sharma (alias B.P. Bajgain),MALE,52,GENERAL,BJP,Lotus,72153,1322,73475,41.86,236477
10,Detailed Results,West Bengal,24,Kurseong,2 Tshering Lama,FEMALE,56,ST,IND,Whistle,57044,916,57960,33.02,236477
10,Detailed Results,West Bengal,24,Kurseong,3 Narbu Lama,MALE,47,ST,IND,Table,32770,324,33094,18.85,236477
10,Detailed Results,West Bengal,24,Kurseong,4 Uttam Brahman,MALE,54,GENERAL,CPI(M),"Hammer, Sickle and Star",2494,51,2545,1.45,236477
10,Detailed Results,West Bengal,24,Kurseong,5 NOTA,NOTA,NOTA,2372,45,2417,1.38,236477,,,
10,Detailed Results,West Bengal,24,Kurseong,6 Ugam Lama,MALE,46,ST,IND,Laptop,2235,64,2299,1.31,236477
10,Detailed Results,West Bengal,24,Kurseong,7 Bikram Rai,MALE,38,GENERAL,IND,Binoculars,1402,27,1429,0.81,236477
10,Detailed Results,West Bengal,24,Kurseong,8 Pranav Pradhan,MALE,30,GENERAL,IND,Walking Stick,1341,25,1366,0.78,236477
10,Detailed Results,West Bengal,24,Kurseong,9 Bhupendra Lepcha,MALE,43,ST,IND,Plastering Trowel,935,25,960,0.55,236477
10,Detailed Results,TURN OUT,,,,TOTAL:,172746,2799,175545,74.23,,,,,
10,Detailed Results,West Bengal,25,Matigara-Naxalbari,1 Anandamay Barman,MALE,38,SC,BJP,Lotus,138819,966,139785,58.1,287565
10,Detailed Results,West Bengal,25,Matigara-Naxalbari,2 Rajen Sundas,MALE,62,SC,AITC,Flowers and Grass,68454,483,68937,28.65,287565
10,Detailed Results,West Bengal,25,Matigara-Naxalbari,3 Sankar Malakar,MALE,66,SC,INC,Hand,22865,195,23060,9.58,287565
10,Detailed Results,West Bengal,25,Matigara-Naxalbari,4 NOTA,NOTA,NOTA,3888,24,3912,1.63,287565,,,
10,Detailed Results,West Bengal,25,Matigara-Naxalbari,5 Rakesh Mondal,MALE,51,SC,IND,DIAMOND,2032,14,2046,0.85,287565
10,Detailed Results,West Bengal,25,Matigara-Naxalbari,6 Sudip Mandal,MALE,42,SC,BSP,Elephant,1564,13,1577,0.66,287565
10,Detailed Results,West Bengal,25,Matigara-Naxalbari,7 Harish Chandra Barman,MALE,38,SC,SUCI,Battery Torch,1261,13,1274,0.53,287565
10,Detailed Results,TURN OUT,,,,TOTAL:,238883,1708,240591,83.66,,,,,
10,Detailed Results,West Bengal,26,Siliguri,1 Sankar Ghosh,MALE,48,GENERAL,BJP,Lotus,88580,790,89370,50.03,228406
10,Detailed Results,West Bengal,26,Siliguri,2 Dr. Omprakash Mishra,MALE,60,GENERAL,AITC,Flowers and Grass,53153,631,53784,30.11,228406
10,Detailed Results,West Bengal,26,Siliguri,3 Asok Bhattacharya,MALE,71,GENERAL,CPI(M),"Hammer, Sickle and Star",28269,566,28835,16.14,228406
10,Detailed Results,West Bengal,26,Siliguri,4 NOTA,NOTA,NOTA,2035,39,2074,1.16,228406,,,
10,Detailed Results,West Bengal,26,Siliguri,5 Kakali Majumdar (Roy),FEMALE,45,GENERAL,BSP,Elephant,1241,14,1255,0.7,228406
10,Detailed Results,West Bengal,26,Siliguri,6 Habul Ghosh,MALE,32,GENERAL,IND,Whistle,951,6,957,0.54,228406
10,Detailed Results,West Bengal,26,Siliguri,7 Nintu Dutta,MALE,48,GENERAL,RPI(A),Apple,645,4,649,0.36,228406
10,Detailed Results,West Bengal,26,Siliguri,8 Chayan Guha,MALE,51,GENERAL,AMB,Water Melon,592,2,594,0.33,228406
10,Detailed Results,West Bengal,26,Siliguri,9 Bhushan Kumar Soni,MALE,46,GENERAL,JD(U),Arrow,443,4,447,0.25,228406
10,Detailed Results,West Bengal,26,Siliguri,10 Dipti Roy,FEMALE,56,GENERAL,SUCI,Battery Torch,368,11,379,0.21,228406
10,Detailed Results,West Bengal,26,Siliguri,11 Chhotan Saha,MALE,28,GENERAL,RPPRINAT,Cup & Saucer,301,5,306,0.17,228406
10,Detailed Results,TURN OUT,,,,TOTAL:,176578,2072,178650,78.22,,,,,
10,Detailed Results,West Bengal,27,Phansidewa,1 Durga Murmu,MALE,42,ST,BJP,Lotus,105123,528,105651,50.89,240496
10,Detailed Results,West Bengal,27,Phansidewa,2 Chhotan Kisku,MALE,53,ST,AITC,Flowers and Grass,77599,341,77940,37.55,240496
10,Detailed Results,West Bengal,27,Phansidewa,3 Sunil Chandra Tirkey,MALE,72,ST,INC,Hand,12747,68,12815,6.17,240496
10,Detailed Results,West Bengal,27,Phansidewa,4 Sumanti Ekka,FEMALE,26,ST,CPI(ML)(L),Flag with Three Stars,2769,18,2787,1.34,240496
10,Detailed Results,West Bengal,27,Phansidewa,5 NOTA,NOTA,NOTA,2564,11,2575,1.24,240496,,,
10,Detailed Results,West Bengal,27,Phansidewa,6 Karuna Ranjan Soren,MALE,39,ST,BSP,Elephant,2284,7,2291,1.1,240496
10,Detailed Results,West Bengal,27,Phansidewa,7 Bhola Tirki,MALE,74,ST,SUCI,Battery Torch,1827,5,1832,0.88,240496
10,Detailed Results,West Bengal,27,Phansidewa,8 Amit Lakra,MALE,33,ST,BTP,Auto- Rickshaw,1683,16,1699,0.82,240496
10,Detailed Results,TURN OUT,,,,TOTAL:,206596,994,207590,86.32,,,,,
10,Detailed Results,West Bengal,28,Chopra,1 HAMIDUL RAHAMAN,MALE,61,GENERAL,AITC,Flowers and Grass,123944,979,124923,61.2,247764
10,Detailed Results,West Bengal,28,Chopra,2 MD. SHAHIN AKHTER,MALE,51,GENERAL,BJP,Lotus,59604,414,60018,29.4,247764
10,Detailed Results,West Bengal,28,Chopra,3 ANWARUL HAQUE,MALE,64,GENERAL,CPI(M),"Hammer, Sickle and Star",12188,91,12279,6.02,247764
10,Detailed Results,West Bengal,28,Chopra,4 AJOY KUMAR SINHA,MALE,45,SC,AMB,Boat with Man and Sail,3158,8,3166,1.55,247764
10,Detailed Results,West Bengal,28,Chopra,5 SUROJIT KISKU,MALE,30,ST,IND,Ganna Kisan,2190,3,2193,1.07,247764
10,Detailed Results,West Bengal,28,Chopra,6 NOTA,NOTA,NOTA,1527,4,1531,0.75,247764,,,
10,Detailed Results,TURN OUT,,,,TOTAL:,202611,1499,204110,82.38,,,,,
10,Detailed Results,West Bengal,29,Islampur,1 ABDUL KARIM CHOWDHARY,MALE,74,GENERAL,AITC,Flowers and Grass,99380,751,100131,58.91,219728
10,Detailed Results,West Bengal,29,Islampur,2 SAUMYAROOP MANDAL,MALE,43,GENERAL,BJP,Lotus,61909,782,62691,36.88,219728
10,Detailed Results,West Bengal,29,Islampur,3 SADIQUL ISLAM,MALE,37,GENERAL,INC,Hand,3405,56,3461,2.04,219728
10,Detailed Results,West Bengal,29,Islampur,4 NOTA,NOTA,NOTA,1962,14,1976,1.16,219728,,,
10,Detailed Results,West Bengal,29,Islampur,5 BIRENDRA NATH SINHA,MALE,42,SC,SUCI,Battery torch,1142,10,1152,0.68,219728
10,Detailed Results,West Bengal,29,Islampur,6 MD. NAIYAR ALAM,MALE,42,GENERAL,IND,Dolli,563,0,563,0.33,219728
10,Detailed Results,TURN OUT,,,,TOTAL:,168361,1613,169974,77.36,,,,,
10,Detailed Results,West Bengal,30,Goalpokhar,1 MD. GHULAM RABBANI,MALE,51,GENERAL,AITC,Flowers and Grass,105083,566,105649,65.4,224633
10,Detailed Results,West Bengal,30,Goalpokhar,2 MD. GHULAM SARWAR,MALE,37,GENERAL,BJP,Lotus,32029,106,32135,19.89,224633
10,Detailed Results,West Bengal,30,Goalpokhar,3 MASOOD MD. NASEEM AHSEN,MALE,53,GENERAL,INC,Hand,19305,86,19391,12,224633
10,Detailed Results,West Bengal,30,Goalpokhar,4 NOTA,NOTA,NOTA,2014,2,2016,1.25,224633,,,
10,Detailed Results,West Bengal,30,Goalpokhar,5 SUNIL BISWAS,MALE,45,SC,BSP,Elephant,861,4,865,0.54,224633
10,Detailed Results,West Bengal,30,Goalpokhar,6 SHAMBHU LAL ROY,MALE,30,SC,IND,Whistle,693,1,694,0.43,224633
10,Detailed Results,West Bengal,30,Goalpokhar,7 RAGHU NATH SINGHA,MALE,51,SC,IND,Table,405,0,405,0.25,224633
10,Detailed Results,West Bengal,30,Goalpokhar,8 NABIN CHANDRA SINGHA,MALE,38,SC,SUCI,Battery torch,378,2,380,0.24,224633
10,Detailed Results,TURN OUT,,,,TOTAL:,160768,767,161535,71.91,,,,,
10,Detailed Results,West Bengal,31,Chakulia,1 AZAD MINHAJUL ARFIN,MALE,49,GENERAL,AITC,Flowers and Grass,85922,389,86311,49.78,233378
10,Detailed Results,West Bengal,31,Chakulia,2 SACHIN PRASAD,MALE,41,SC,BJP,Lotus,52170,304,52474,30.26,233378
10,Detailed Results,West Bengal,31,Chakulia,3 ALI IMRAN RAMZ,MALE,42,GENERAL,AIFB,Lion,28521,183,28704,16.55,233378
10,Detailed Results,West Bengal,31,Chakulia,4 GOUTAM PAUL,MALE,45,SC,BSP,Elephant,2720,5,2725,1.57,233378
10,Detailed Results,West Bengal,31,Chakulia,5 NOTA,NOTA,NOTA,1183,3,1186,0.68,233378,,,
10,Detailed Results,West Bengal,31,Chakulia,6 MAZHAR IMAM,MALE,44,GENERAL,IND,Helicopter,1046,0,1046,0.6,233378
10,Detailed Results,West Bengal,31,Chakulia,7 KAMKSHYA SARKAR,MALE,44,GENERAL,JD(U),Arrow,950,4,954,0.55,233378
10,Detailed Results,TURN OUT,,,,TOTAL:,172512,888,173400,74.3,,,,,
10,Detailed Results,West Bengal,32,Karandighi,1 GOUTAM PAUL,MALE,42,GENERAL,AITC,Flowers and Grass,115956,638,116594,54.7,262583
10,Detailed Results,West Bengal,32,Karandighi,2 SUBHAS CHANDRA SINHA S/O: HARANARAYAN SINHA,MALE,64,SC,BJP,Lotus,79417,551,79968,37.52,262583
10,Detailed Results,West Bengal,32,Karandighi,3 MD. HAFIZUL IQBAL,MALE,60,GENERAL,AIFB,Lion,9077,69,9146,4.29,262583
10,Detailed Results,West Bengal,32,Karandighi,4 NOTA,NOTA,NOTA,2443,6,2449,1.15,262583,,,
10,Detailed Results,West Bengal,32,Karandighi,5 BENOY KUMAR DAS,MALE,75,GENERAL,IND,Saw,1266,3,1269,0.6,262583
10,Detailed Results,West Bengal,32,Karandighi,6 HARUN RASHID,MALE,54,GENERAL,BSP,Elephant,1128,11,1139,0.53,262583
10,Detailed Results,West Bengal,32,Karandighi,7 SUBHASH CHANDRA SINHA S/O: BUYASU LAL SINGHA,MALE,38,SC,IND,Cauliflower,690,3,693,0.33,262583
10,Detailed Results,West Bengal,32,Karandighi,8 ABDULLAH,MALE,33,GENERAL,IND,DIAMOND,631,1,632,0.3,262583
10,Detailed Results,West Bengal,32,Karandighi,9 DINESH CHANDRA SINGHA,MALE,56,SC,IND,Pineapple,536,1,537,0.25,262583
10,Detailed Results,West Bengal,32,Karandighi,10 BISHWAJIT SINHA,MALE,40,SC,AMB,Boat with Man and Sail,266,5,271,0.13,262583
10,Detailed Results,West Bengal,32,Karandighi,11 SANTHAPAN HASDAK,MALE,45,ST,BMUP,Cot,229,2,231,0.11,262583
10,Detailed Results,West Bengal,32,Karandighi,12 SHANTILAL SINGHA,MALE,48,SC,SUCI,Battery torch,201,6,207,0.1,262583
10,Detailed Results,TURN OUT,,,,TOTAL:,211840,1296,213136,81.17,,,,,
10,Detailed Results,West Bengal,33,Hemtabad,1 SATYAJIT BARMAN,MALE,40,SC,AITC,Flowers and Grass,115346,1079,116425,52.14,265318
10,Detailed Results,West Bengal,33,Hemtabad,2 CHANDIMA ROY,FEMALE,62,SC,BJP,Lotus,88481,729,89210,39.95,265318
10,Detailed Results,West Bengal,33,Hemtabad,3 BHUPEN BARMAN,MALE,69,SC,CPI(M),"Hammer, Sickle and Star",9297,156,9453,4.23,265318
10,Detailed Results,West Bengal,33,Hemtabad,4 NOTA,NOTA,NOTA,2154,6,2160,0.97,265318,,,
10,Detailed Results,West Bengal,33,Hemtabad,5 MANINDRA BARMAN,MALE,53,SC,AMB,Boat with Man and Sail,1580,1,1581,0.71,265318
10,Detailed Results,West Bengal,33,Hemtabad,6 JYOTIRMAY BARMAN,MALE,39,SC,SUCI,Battery torch,1510,8,1518,0.68,265318
10,Detailed Results,West Bengal,33,Hemtabad,7 BINAY KUMAR ROY,MALE,52,SC,BSP,Elephant,1406,5,1411,0.63,265318
10,Detailed Results,West Bengal,33,Hemtabad,8 SANKAR BARMAN,MALE,32,SC,IND,School Bag,840,2,842,0.38,265318
10,Detailed Results,West Bengal,33,Hemtabad,9 DIPU BARMAN,MALE,34,SC,IND,SHIP,699,2,701,0.31,265318
10,Detailed Results,TURN OUT,,,,TOTAL:,221313,1988,223301,84.16,,,,,
10,Detailed Results,West Bengal,34,Kaliaganj,1 SOUMEN ROY,MALE,45,SC,BJP,Lotus,115577,1191,116768,48.71,282575
10,Detailed Results,West Bengal,34,Kaliaganj,2 TAPAN DEB SINGHA,MALE,60,SC,AITC,Flowers and Grass,93723,1225,94948,39.61,282575
10,Detailed Results,West Bengal,34,Kaliaganj,3 PRAVASH SARKAR,MALE,46,SC,INC,Hand,16451,319,16770,7,282575
10,Detailed Results,West Bengal,34,Kaliaganj,4 SUDHIR SARKAR,MALE,39,SC,IND,Nagrik,3978,26,4004,1.67,282575
10,Detailed Results,West Bengal,34,Kaliaganj,5 NOTA,NOTA,NOTA,2993,14,3007,1.25,282575,,,
10,Detailed Results,West Bengal,34,Kaliaganj,6 GOPAL CHUNARY,MALE,34,SC,SUCI,Battery torch,1070,3,1073,0.45,282575
10,Detailed Results,West Bengal,34,Kaliaganj,7 SURESH BARMAN,MALE,43,SC,IND,Helicopter,1025,3,1028,0.43,282575
10,Detailed Results,West Bengal,34,Kaliaganj,8 SHYAMA SARKAR,MALE,34,SC,IND,Funnel,776,5,781,0.33,282575
10,Detailed Results,West Bengal,34,Kaliaganj,9 Dilip Chandra Ray,MALE,31,SC,IND,Tractor Chalata Kisan,544,8,552,0.23,282575
10,Detailed Results,West Bengal,34,Kaliaganj,10 ALEN SARKAR,MALE,35,SC,IND,Football,407,1,408,0.17,282575
10,Detailed Results,West Bengal,34,Kaliaganj,11 NAMALA KANTA SARKAR,MALE,48,SC,AMB,Boat with Man and Sail,385,2,387,0.16,282575
10,Detailed Results,TURN OUT,,,,TOTAL:,236929,2797,239726,84.84,,,,,
10,Detailed Results,West Bengal,35,Raiganj,1 KRISHNA KALYANI,MALE,42,GENERAL,BJP,Lotus,78308,1467,79775,49.44,198780
10,Detailed Results,West Bengal,35,Raiganj,2 AGARWAL KANAIA LAL,MALE,67,GENERAL,AITC,Flowers and Grass,58007,1020,59027,36.58,198780
10,Detailed Results,West Bengal,35,Raiganj,3 MOHIT SENGUPTA,MALE,70,GENERAL,INC,Hand,16524,674,17198,10.66,198780
10,Detailed Results,West Bengal,35,Raiganj,4 NOTA,NOTA,NOTA,2459,9,2468,1.53,198780,,,
10,Detailed Results,West Bengal,35,Raiganj,5 RAJU PAUL,MALE,33,GENERAL,IND,Bat,1361,0,1361,0.84,198780
10,Detailed Results,West Bengal,35,Raiganj,6 MINAKSHI ROY,FEMALE,43,SC,IND,Gas Cylinder,462,3,465,0.29,198780
10,Detailed Results,West Bengal,35,Raiganj,7 DIPENDU SARKAR,MALE,32,GENERAL,IND,Nagrik,208,3,211,0.13,198780
10,Detailed Results,West Bengal,35,Raiganj,8 GOUTAM BISWAS,MALE,45,GENERAL,AMB,Boat with Man and Sail,204,4,208,0.13,198780
10,Detailed Results,West Bengal,35,Raiganj,9 MANJU DAS (MANDAL),FEMALE,37,GENERAL,IND,Binoculars,194,2,196,0.12,198780
10,Detailed Results,West Bengal,35,Raiganj,10 BAHAMONI HANSDA,FEMALE,26,ST,BMUP,Cot,128,5,133,0.08,198780
10,Detailed Results,West Bengal,35,Raiganj,11 SANATAN MAJUMDAR,MALE,38,GENERAL,SUCI,Battery torch,133,0,133,0.08,198780
10,Detailed Results,West Bengal,35,Raiganj,12 JYOTI BARMAN,MALE,25,SC,IND,Air Conditioner,98,1,99,0.06,198780
10,Detailed Results,West Bengal,35,Raiganj,13 BHABATOSH LAHIRI,MALE,41,GENERAL,JD(U),Arrow,73,0,73,0.05,198780
10,Detailed Results,TURN OUT,,,,TOTAL:,158159,3188,161347,81.17,,,,,
10,Detailed Results,West Bengal,36,Itahar,1 MOSARAF HUSSEN,MALE,40,GENERAL,AITC,Flowers and Grass,113867,778,114645,59.1,229362
10,Detailed Results,West Bengal,36,Itahar,2 AMIT KUMAR KUNDU,MALE,51,GENERAL,BJP,Lotus,69949,721,70670,36.43,229362
10,Detailed Results,West Bengal,36,Itahar,3 SRIKUMAR MUKHERJEE,MALE,67,GENERAL,CPI,Ears of Corn And Sickle,4801,107,4908,2.53,229362
10,Detailed Results,West Bengal,36,Itahar,4 NOTA,NOTA,NOTA,1239,1,1240,0.64,229362,,,
10,Detailed Results,West Bengal,36,Itahar,5 MOJAMMEL HAQUE,MALE,51,GENERAL,IND,Bat,1024,0,1024,0.53,229362
10,Detailed Results,West Bengal,36,Itahar,6 MOFAKKERUL ISLAM,MALE,38,GENERAL,AIMIM,Kite,828,3,831,0.43,229362
10,Detailed Results,West Bengal,36,Itahar,7 FIROJ ALAM,MALE,34,GENERAL,IND,Apple,344,2,346,0.18,229362
10,Detailed Results,West Bengal,36,Itahar,8 TUFAN BARMAN,MALE,33,SC,IND,Boat with Man and Sail,185,4,189,0.1,229362
10,Detailed Results,West Bengal,36,Itahar,9 DILIP KUMAR BARMAN,MALE,40,SC,IND,Chimney,131,2,133,0.07,229362
10,Detailed Results,TURN OUT,,,,TOTAL:,192368,1618,193986,84.58,,,,,
10,Detailed Results,West Bengal,37,Kushmandi,1 REKHA ROY,FEMALE,34,SC,AITC,Flowers and Grass,89185,783,89968,48.88,219921
10,Detailed Results,West Bengal,37,Kushmandi,2 RANJIT KUMAR ROY,MALE,50,SC,BJP,Lotus,76650,734,77384,42.04,219921
10,Detailed Results,West Bengal,37,Kushmandi,3 NARMADA CHANDRA ROY,MALE,65,SC,RSP,Spade & Stoker,12386,185,12571,6.83,219921
10,Detailed Results,West Bengal,37,Kushmandi,4 NOTA,NOTA,NOTA,1590,8,1598,0.87,219921,,,
10,Detailed Results,West Bengal,37,Kushmandi,5 BISWANATH SARKAR,MALE,42,SC,BSP,Elephant,1428,8,1436,0.78,219921
10,Detailed Results,West Bengal,37,Kushmandi,6 BHIMNAL SARKAR,MALE,52,SC,IND,Plastering Trowel,1118,0,1118,0.61,219921
10,Detailed Results,TURN OUT,,,,TOTAL:,182357,1718,184075,83.7,,,,,
10,Detailed Results,West Bengal,38,Kumarganj,1 TORAF HOSSAIN MANDAL,MALE,61,GENERAL,AITC,Flowers and Grass,89117,646,89763,52.52,203986
10,Detailed Results,West Bengal,38,Kumarganj,2 Manas Sarkar,MALE,47,GENERAL,BJP,Lotus,59736,660,60396,35.33,203986
10,Detailed Results,West Bengal,38,Kumarganj,3 CHAUDHURI NARGIS BANU,FEMALE,51,GENERAL,INC,Hand,17344,134,17478,10.23,203986
10,Detailed Results,West Bengal,38,Kumarganj,4 RANAJIT DEB,MALE,58,GENERAL,SUCI,Battery Torch,1211,4,1215,0.71,203986
10,Detailed Results,West Bengal,38,Kumarganj,5 NOTA,NOTA,NOTA,1115,10,1125,0.66,203986,,,
10,Detailed Results,West Bengal,38,Kumarganj,6 RUBEL SARKAR,MALE,25,GENERAL,KPPU,Boat with Man and Sail,946,5,951,0.56,203986
10,Detailed Results,TURN OUT,,,,TOTAL:,169469,1459,170928,83.79,,,,,
10,Detailed Results,West Bengal,39,Balurghat,1 Ashok Kumar Lahiri,MALE,69,GENERAL,BJP,Lotus,70484,1645,72129,47.42,180390
10,Detailed Results,West Bengal,39,Balurghat,2 Sekhar Dasgupta,MALE,69,GENERAL,AITC,Flowers and Grass,57885,808,58693,38.59,180390
10,Detailed Results,West Bengal,39,Balurghat,3 Sucheta Biswas,FEMALE,67,GENERAL,RSP,Spade & Stoker,15706,447,16153,10.62,180390
10,Detailed Results,West Bengal,39,Balurghat,4 NOTA,NOTA,NOTA,1810,20,1830,1.2,180390,,,
10,Detailed Results,West Bengal,39,Balurghat,5 Jogesh Chandra Murmu,MALE,41,ST,BSP,Elephant,1138,3,1141,0.75,180390
10,Detailed Results,West Bengal,39,Balurghat,6 Narottam Saha,MALE,49,GENERAL,AMB,Bat,808,2,810,0.53,180390
10,Detailed Results,West Bengal,39,Balurghat,7 BIRENDRA NATH MAHANTA,MALE,46,GENERAL,SUCI,Battery torch,596,8,604,0.4,180390
10,Detailed Results,West Bengal,39,Balurghat,8 Dulal Barman,MALE,49,SC,BMUP,Cot,377,2,379,0.25,180390
10,Detailed Results,West Bengal,39,Balurghat,9 Anup Barman,MALE,25,SC,KPPU,Boat with Man and Sail,353,0,353,0.23,180390
10,Detailed Results,TURN OUT,,,,TOTAL:,149157,2935,152092,84.31,,,,,
10,Detailed Results,West Bengal,40,Tapan,1 BUDHRAI TUDU,MALE,48,ST,BJP,Lotus,83172,1209,84381,45.29,220236
10,Detailed Results,West Bengal,40,Tapan,2 KALPANA KISKU,FEMALE,33,ST,AITC,Flowers and Grass,81939,792,82731,44.41,220236
10,Detailed Results,West Bengal,40,Tapan,3 RAGHU UROW,MALE,60,ST,RSP,Spade & Stoker,11847,241,12088,6.49,220236
10,Detailed Results,West Bengal,40,Tapan,4 BABLU KISKU,MALE,42,ST,BSP,Elephant,2142,4,2146,1.15,220236
10,Detailed Results,West Bengal,40,Tapan,5 NOTA,NOTA,NOTA,1675,28,1703,0.91,220236,,,
10,Detailed Results,West Bengal,40,Tapan,6 ALBINUS HASDA,MALE,46,ST,BMUP,Cot,1311,4,1315,0.71,220236
10,Detailed Results,West Bengal,40,Tapan,7 NIPESH TIRKI,MALE,32,ST,KPPU,Boat with Man and Sail,1123,2,1125,0.6,220236
10,Detailed Results,West Bengal,40,Tapan,8 KALICHARAN EKKA,MALE,49,ST,SUCI,Battery torch,816,4,820,0.44,220236
10,Detailed Results,TURN OUT,,,,TOTAL:,184025,2284,186309,84.6,,,,,
10,Detailed Results,West Bengal,41,Gangarampur,1 SATYENDRA NATH RAY,MALE,64,SC,BJP,Lotus,87561,1163,88724,46.82,224040
10,Detailed Results,West Bengal,41,Gangarampur,2 GOUTAM DAS,MALE,47,SC,AITC,Flowers and Grass,83281,851,84132,44.4,224040
10,Detailed Results,West Bengal,41,Gangarampur,3 NANDA LAL HAZRA,MALE,60,SC,CPI(M),"Hammer, Sickle and Star",11935,338,12273,6.48,224040
10,Detailed Results,West Bengal,41,Gangarampur,4 ARUN KANTI BALA,MALE,52,SC,BSP,Elephant,1166,3,1169,0.62,224040
10,Detailed Results,West Bengal,41,Gangarampur,5 NOTA,NOTA,NOTA,1135,14,1149,0.61,224040,,,
10,Detailed Results,West Bengal,41,Gangarampur,6 AKSHAY SARKAR,MALE,53,SC,KPPU,Boat with Man and Sail,1139,6,1145,0.6,224040
